目标客户编号,品牌类型,电池技术性能得分,舒适性得分,经济性得分,安全性表现得分,动力性表现得分,驾驶操控性表现得分,外观内饰得分,配置与质量品质得分,户口类型,居住时间,居住区域类型,驾龄,家庭成员数,婚姻类型,子女数,出生年,最高学历,工作年限,单位性质,职位类型,家庭年收入,个人年收入,家庭可支配收入,房贷占收入比,车贷占收入比,购买意愿
468,2,55.03739731,54.99960164,55.57808492,52.28420772,55.70898342,50.26353091,55.55595146,51.44240601,2,9,1,6,5,6,1,1994,5,3,4,7,30,12,26,10,5,0
469,2,76.69946665,81.49627314,66.54338037,81.03064359,77.76249789,77.77367433,88.88352277,77.76472787,2,15,1,3,3,5,1,1984,6,12,7,9,30,20,26,15,6,0
470,2,87.07429814,86.89237296,88.91893392,85.6115933,85.62967773,80.84886951,88.88352277,84.76955472,1,8,1,2,4,4,,1987,5,8,4,9,30,15,15,0,0,1
471,2,75.77781441,76.54043924,77.80531758,74.50344395,66.65499787,74.69847916,71.04317701,69.98467517,2,18,1,9,3,5,1,1985,6,12,6,2,35,25,28,12,0,0
472,2,77.80869155,76.54043924,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,18,1,10,3,5,1,1982,4,18,8,10,35,25,30,15,0,0
473,2,81.36253601,80.80770249,77.80531758,78.18891256,80.83856378,77.77367433,75.49428348,81.44178887,1,20,2,8,4,5,2,1985,6,11,3,5,32,18,27,18,0,0
474,2,83.93419612,80.60066297,81.41322771,74.50344395,82.7780967,75.02696464,77.64129553,81.09249372,2,35,2,15,3,5,1,1985,6,13,2,7,38,22,20,30,0,0
475,2,55.58049501,65.42708715,66.69170125,59.70982599,57.32277647,66.66457788,66.66514189,62.97984832,2,17,2,13,3,5,1,1985,6,13,4,3,30,25,15,30,5,0
476,2,98.00601095,99.0301718,99.0325502,99.98334246,99.97749794,99.99186723,99.9927132,99.98036497,2,30,2,8,3,5,1,1990,6,6,4,7,30,13,17,0,30,0
477,2,99.0368881,99.0301718,99.0325502,99.98334246,99.97749794,99.99186723,99.9927132,99.98036497,2,20,1,12,5,6,1,1981,8,12,1,1,30,8,12,15,30,0
478,2,79.51404434,80.63857513,81.41322771,82.82160578,75.98721927,77.23896104,69.00623931,73.66173617,2,35,1,14,5,6,1,1984,5,11,4,6,38,23,13,20,20,0
479,2,63.23887966,72.12412753,44.45446533,67.55437552,63.5159327,61.57885517,51.1128722,74.08766687,2,10,1,6,3,5,1,1992,6,5,3,5,35,23,19,15,0,0
480,2,78.34947453,71.60803727,74.05246448,81.03064359,605.6309666,63.91786819,75.49428348,73.66173617,1,5,4,8,3,1,1,1988,5,10,6,4,45,30,26,40,60,0
481,2,85.04342101,85.62934458,81.55817068,88.87519312,83.85439911,83.06086591,84.31140228,84.76955472,2,10,2,4,6,6,2,1988,5,8,7,9,40,23,20,35,0,0
482,2,82.4717609,81.09094276,81.41322771,77.76704377,79.59800707,74.69847916,77.72530655,84.76955472,1,5,2,10,2,3,,1988,6,8,7,9,40,35,26,10,10,0
483,2,82.79728523,88.26616123,81.55817068,88.87519312,84.07888396,83.5955792,77.71328377,81.44178887,1,10,2,10,3,2,,1989,4,7,7,9,50,45,40,10,10,0
484,2,78.16708906,78.49203827,59.46925564,81.92612469,87.15494985,78.30838762,88.88352277,88.44661572,2,30,2,10,1,1,,1990,5,7,3,2,50,20,30,30,10,0
485,2,79.65718321,79.82791437,74.05246448,81.45251238,79.53777651,77.77367433,73.39629721,77.76472787,1,9,2,8,1,1,,1989,5,6,7,9,60,55,50,10,10,0
486,2,75.36407197,87.65379133,81.55817068,84.7161122,87.09471929,83.5955792,84.44443909,85.19548542,2,8,2,5,3,2,,1989,6,7,7,9,56,50,45,10,10,0
487,2,83.93419612,83.23747961,81.55817068,85.1897245,77.53801304,88.34805749,82.16439024,84.76955472,2,12,1,12,4,5,2,1983,6,15,3,1,50,45,46,15,8,0
488,2,72.09692941,72.08621536,77.80531758,70.34436303,63.57893199,69.41128758,71.23726238,69.98467517,2,34,1,8,3,5,1,1986,6,11,3,2,40,20,15,0,0,0
489,2,85.56742914,84.37841789,77.80531758,77.76704377,83.79416855,83.26709373,86.9185733,84.42025956,1,8,1,7,5,6,1,1990,6,7,3,7,42,14,26,0,0,0
490,2,80.57883545,84.500508,81.55817068,88.87519312,85.85416258,88.88277078,84.49346486,85.54478058,1,12,2,9,2,3,,1989,5,8,7,9,60,50,40,10,10,0
491,2,74.25484708,73.34924375,70.44455435,77.76704377,81.00281808,80.52038403,80.05438118,81.44178887,2,40,1,11,3,5,1,1980,4,16,4,3,50,35,45,0,0,0
492,2,55.58049501,63.03522219,66.69170125,66.65889442,60.39884236,63.58938271,66.66514189,66.65690932,1,15,3,10,3,5,1,1985,6,12,4,3,40,25,15,35,11,0
493,2,72.40635542,74.51599249,70.44455435,77.76704377,74.52217771,72.48648275,71.23726238,73.66173617,1,6,1,7,3,5,1,1990,5,8,4,2,50,45,40,0,0,0
494,1,99.0368881,99.0301718,99.0325502,99.98334246,99.97749794,99.99186723,99.9927132,99.98036497,1,10,1,11,3,5,1,1981,6,16,3,5,13,7,4,20,0,0
495,1,62.59996583,60.69953768,66.69170125,67.55437552,68.65476135,61.70587178,59.94600936,73.66173617,2,15,1,12,3,5,1,1978,6,17,3,3,28,11,17,0,25,0
496,1,86.09211379,92.47543342,85.16608081,88.45332432,84.01865341,86.13606108,86.54242535,92.54960742,2,10,1,8,5,6,1,1985,6,10,6,3,22,11,13,10,0,1
497,1,81.68806034,75.52273896,81.55817068,78.18891256,75.82296497,75.56167793,82.16439024,78.53995373,2,30,1,8,4,2,,1989,6,7,5,1,20,9,15,35,0,0
498,1,82.10180278,85.26192636,81.55817068,85.6115933,77.82272845,83.5955792,80.0053554,73.23580547,2,38,1,15,3,5,1,1982,6,15,5,5,20,15,10,25,5,0
499,1,69.8346953,72.08621536,77.80531758,77.76704377,74.68643201,72.48648275,71.04317701,77.76472787,2,36,1,8,3,5,1,1983,5,12,6,4,25,18,10,50,0,0
500,1,85.04342101,90.17984809,81.55817068,84.7161122,88.86999791,75.56167793,73.14116328,85.54478058,2,21,2,10,5,6,1,1985,4,11,4,2,23,14,19,0,0,0
501,1,66.69459328,67.95314392,62.93884815,66.65889442,66.65499787,63.91786819,75.48226069,63.32914348,1,20,1,5,3,5,1,1982,5,14,6,7,20,8,10,20,10,0
502,1,81.48957655,84.500508,81.55817068,85.6115933,83.85439911,80.52038403,84.49346486,81.86771957,2,40,1,16,3,5,1,1980,6,16,5,2,35,33,30,12,14,0
503,1,85.78268779,87.65379133,81.55817068,88.87519312,84.07888396,80.84886951,88.88352277,82.21701473,2,37,1,15,3,5,1,1983,6,15,5,6,80,75,50,20,5,0
504,1,82.22884332,81.86369135,81.55817068,82.34799348,87.09471929,83.5955792,84.44443909,78.11402303,2,34,2,10,3,5,1,1986,6,10,5,3,30,15,20,20,0,0
505,1,80.7664081,80.80770249,88.91893392,77.76704377,85.62967773,77.77367433,82.15236745,85.54478058,2,33,3,3,2,3,,1987,5,10,5,6,32,12,10,18,30,0
506,1,69.65230984,64.56825231,62.93884815,66.18528212,74.85068631,74.69847916,71.09220279,70.33397033,2,20,2,8,3,5,1,1974,5,23,4,6,30,14,16,20,0,0
507,1,76.69946665,83.38652808,88.91893392,85.6115933,77.76249789,88.88277078,86.59145113,85.54478058,2,38,1,15,3,5,1,1982,8,15,5,3,70,50,50,10,0,0
508,1,70.75634754,88.91681971,81.41322771,89.34880542,93.35087481,83.06086591,75.43323492,77.76472787,2,24,2,1,1,1,,1996,6,3,7,9,50,25,35,25,10,0
509,1,83.04020281,82.62510972,77.80531758,85.6115933,87.09471929,77.77367433,79.8723186,84.76955472,1,30,1,20,3,5,1,1980,5,17,4,2,55,22,25,20,20,0
510,1,79.83956868,80.80770249,88.91893392,81.03064359,83.85439911,80.52038403,80.11542974,81.09249372,2,35,2,3,3,5,1,1985,5,12,6,7,40,16,10,18,25,0
511,1,84.6734629,85.62934458,85.16608081,81.45251238,85.62967773,83.5955792,79.8723186,84.76955472,2,34,1,13,3,5,1,1986,6,13,5,4,70,60,50,20,8,0
512,1,82.10180278,82.62510972,81.55817068,85.6115933,87.09471929,83.5955792,80.06640397,77.76472787,2,34,2,13,3,5,1,1986,4,13,5,5,80,75,50,20,7,0
513,1,82.10180278,81.36208133,81.55817068,85.6115933,81.00281808,80.52038403,84.44443909,78.11402303,2,36,2,15,3,5,1,1984,6,15,5,4,50,40,40,20,5,0
514,1,76.69946665,77.80346762,77.80531758,74.08157516,77.76249789,77.77367433,77.77433233,77.76472787,2,39,1,15,4,5,2,1981,8,15,5,3,60,50,50,20,0,0
515,1,68.72547041,71.90575778,70.44455435,70.81797534,72.91115339,72.48648275,64.56715562,69.98467517,1,15,1,10,3,6,1,1986,5,10,5,3,40,35,36,15,5,0
516,1,82.4717609,77.80346762,77.80531758,84.7161122,82.7780967,83.5955792,84.44443909,84.76955472,2,20,2,12,5,6,1,1988,5,10,1,2,13,7,3,0,50,0
517,1,79.27112677,81.09094276,77.80531758,78.18891256,75.98721927,77.77367433,71.04317701,81.86771957,2,15,2,5,3,5,1,1987,6,10,5,4,15,12,10,25,10,0
518,1,81.68806034,79.82791437,74.19740745,85.1897245,82.6138424,83.5955792,86.7855365,81.44178887,1,20,1,10,5,6,2,1985,5,10,7,9,29,24,12,35,0,0
519,1,81.68806034,85.62934458,74.19740745,85.1897245,84.01865341,83.5955792,82.34645282,81.44178887,2,11,2,7,3,5,1,1984,4,11,7,9,24,18,20,0,0,0
520,1,76.69946665,75.3736905,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,1,6,1,6,4,4,,1980,6,14,5,3,26,7,7,43,23,0
521,1,75.96019988,82.2576915,59.33093802,71.23984413,68.49050705,75.56167793,75.66432328,73.66173617,2,30,1,8,3,3,1,1990,6,8,6,2,24,13,12,20,0,0
522,1,79.83956868,69.58359052,74.05246448,66.65889442,72.74689909,69.41128758,73.33524865,55.11946702,2,34,2,12,3,5,1,1986,5,11,5,4,20,15,10,20,10,0
523,1,84.32025257,77.39813725,77.80531758,81.03064359,84.01865341,83.5955792,86.59145113,81.86771957,2,35,1,1,3,5,1,1984,6,12,3,6,20,15,10,0,0,0
524,1,71.29713052,87.65379133,70.44455435,84.7161122,87.15494985,83.5955792,91.16357162,88.87254642,2,5,1,6,3,5,1,1990,5,7,6,7,38,13,13,0,0,0
525,1,72.82009786,74.61227213,70.44455435,70.81797534,77.92675219,75.02696464,75.66432328,74.43696203,2,6,1,3,2,3,,1990,5,8,6,2,33,23,28,20,15,0
526,1,78.91791644,81.05303059,85.16608081,81.92612469,84.07888396,77.44518886,79.8723186,73.66173617,2,35,2,10,3,3,1,1985,5,13,5,2,39,26,11,30,20,0
527,1,81.69324753,85.50725447,88.91893392,81.92612469,88.86999791,75.23319245,93.27358067,85.19548542,2,35,3,5,5,1,1,1985,5,13,4,6,34,18,10,30,20,0
528,1,64.86219994,63.68588068,66.69170125,55.12555903,61.86388392,58.63067661,66.60409333,66.30761417,2,12,1,11,3,5,1,1983,6,12,3,4,30,16,20,0,0,0
529,1,83.52045368,85.62934458,81.55817068,92.56066173,88.64551306,94.16996236,84.31140228,84.76955472,1,39,2,5,6,6,2,1980,6,16,4,2,20,8,7,20,30,0
530,1,71.68318697,72.57649515,70.44455435,66.65889442,71.50634238,69.73977306,71.23726238,69.98467517,1,20,3,3,3,5,1,1984,6,12,4,4,15,10,10,30,0,0
531,1,85.78268779,76.13510886,81.55817068,84.7161122,82.7780967,93.84147689,88.88352277,96.30330397,2,18,1,7,3,5,1,1988,6,8,6,5,15,9,9,20,6,0
532,1,78.91791644,77.80346762,77.80531758,70.34436303,77.76249789,80.52038403,80.06640397,81.09249372,2,15,2,3,3,5,1,1987,6,10,5,5,16,8,9,20,5,0
533,1,79.51404434,79.64095374,85.16608081,81.45251238,85.79393203,77.77367433,77.78635512,78.53995373,2,10,1,5,4,6,1,1991,5,8,4,8,25,18,10,0,17,0
534,1,84.25972045,79.18858611,66.83664422,85.6115933,85.85416258,83.5955792,77.72530655,84.76955472,2,38,2,12,3,5,1,1982,6,18,6,6,40,30,36,25,0,0
535,1,72.22396995,80.19533259,74.05246448,70.34436303,72.91115339,75.02696464,77.77433233,73.66173617,1,5,2,3,4,5,2,1978,5,20,4,2,19,12,9,0,20,0
536,1,78.34947453,78.66116563,70.44455435,77.76704377,77.92675219,75.02696464,73.20221184,73.66173617,2,40,4,15,4,5,2,1980,6,17,4,2,25,15,18,0,13,0
537,1,72.66537132,75.41160266,77.80531758,74.08157516,80.83856378,80.84886951,75.62732028,77.76472787,2,30,2,5,3,2,,1988,5,8,5,2,30,10,10,30,20,0
538,1,79.45869942,81.49627314,81.55817068,84.7161122,82.71786614,85.80757561,81.97030487,88.09732057,1,10,2,3,3,2,,1984,5,13,3,4,36,20,15,32,12,0
539,1,64.30531863,66.40687527,62.93884815,62.4998135,60.08700739,52.80629945,53.39292105,62.55391762,1,15,1,12,5,6,1,1983,5,12,3,5,30,11,16,20,0,0
540,1,79.65718321,85.62934458,81.55817068,81.45251238,87.09471929,83.5955792,84.44443909,82.21701473,2,40,1,15,4,5,2,1980,5,18,5,4,70,50,50,10,0,0
541,1,85.78268779,80.23324475,88.91893392,88.87519312,87.09471929,86.3422889,88.88352277,84.76955472,2,38,1,20,3,5,1,1982,6,14,6,3,40,35,36,15,0,1
542,1,79.65718321,82.62510972,66.83664422,82.34799348,80.83856378,83.5955792,82.15236745,81.44178887,2,20,1,10,3,5,1,1986,6,10,3,6,40,30,25,15,8,0
543,1,85.04342101,80.60066297,81.55817068,82.34799348,87.09471929,83.5955792,86.60347392,73.66173617,2,34,1,11,3,5,1,1986,6,10,5,5,60,45,40,15,7,0
544,1,79.83956868,75.77902087,70.44455435,81.03064359,74.68643201,72.48648275,71.23726238,74.43696203,2,15,1,6,3,5,1,1983,5,14,3,5,11,7,7,20,6,0
545,1,81.87044581,77.80346762,77.80531758,92.61240524,81.31305513,77.77367433,81.97030487,93.32483328,1,25,1,1,4,5,2,1980,6,16,3,2,15,8,10,25,10,0
546,1,82.22884332,81.21303286,74.19740745,88.87519312,84.01865341,83.5955792,88.88352277,85.54478058,2,34,2,12,3,5,1,1986,5,12,6,4,20,15,16,18,6,0
547,1,78.60849043,80.51648502,81.41322771,78.18891256,80.77833322,80.52038403,79.86029581,78.53995373,1,7,3,3,3,5,1,1987,5,10,4,2,17,9,12,30,5,0
548,1,77.80869155,77.80346762,74.05246448,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,2,8,1,10,3,2,,1990,5,6,3,5,11,16,10,50,20,0
549,1,73.92932275,77.80346762,70.44455435,84.7161122,77.76249789,74.69847916,68.95721353,74.43696203,2,25,1,1,3,5,1,1982,3,15,6,2,26,15,18,15,10,0
550,1,72.82009786,75.3736905,81.55817068,77.76704377,71.44611182,71.62328399,73.38427443,66.30761417,2,28,1,9,2,3,,1992,6,5,5,4,20,16,15,0,0,0
551,1,78.73553097,78.78325574,74.05246448,74.08157516,74.68643201,72.48648275,73.38427443,76.98950202,1,25,2,15,4,5,2,1980,5,17,1,2,25,15,18,0,13,0
552,1,82.41122879,82.62510972,85.16608081,81.45251238,85.62967773,80.84886951,82.34645282,81.44178887,2,31,1,6,5,6,1,1989,5,8,6,2,27,14,11,0,0,1
553,1,81.68806034,88.95473188,85.16608081,88.87519312,82.7780967,83.5955792,88.87149998,88.87254642,2,30,1,10,3,5,1,1990,5,6,3,5,20,15,15,20,0,0
554,1,68.72547041,70.95737878,62.93884815,70.34436303,68.12003944,69.41128758,71.04317701,63.32914348,1,8,2,10,1,1,,1989,5,8,4,2,20,15,10,0,0,0
555,1,84.11658159,82.34186945,74.19740745,88.87519312,85.62967773,86.13606108,82.03135343,85.54478058,1,7,2,5,5,3,1,1992,5,6,2,4,25,15,10,40,10,0
556,1,77.80869155,77.80346762,70.44455435,81.03064359,85.85416258,86.13606108,82.34645282,77.33879717,1,15,1,11,1,1,,1990,6,8,7,9,28,20,20,10,5,0
557,1,86.50585623,90.79221799,62.93884815,91.66518063,74.58240826,85.80757561,88.87149998,89.22184158,2,31,1,3,5,6,1,1988,5,8,6,2,25,13,17,0,20,0
558,1,86.89191268,92.07010304,81.55817068,92.13879294,92.1103181,94.16996236,93.32260645,92.97553812,2,29,1,10,4,5,2,1990,6,7,5,7,25,10,7,25,30,0
559,1,66.32363676,72.84763373,44.31614771,63.3952946,46.20687661,61.3773863,70.89605435,59.22615178,2,25,1,6,4,2,,1995,5,3,2,5,35,24,25,30,0,0
560,1,80.192779,85.2240142,77.80531758,85.1897245,80.77833322,86.13606108,80.05438118,85.54478058,1,20,1,8,3,3,1,1985,6,11,3,2,30,22,15,50,0,0
561,1,78.94560243,84.86792621,81.41322771,88.87519312,84.01865341,80.52038403,84.44443909,84.76955472,2,31,1,8,6,6,2,1989,6,9,4,3,35,26,31,13,5,0
562,1,87.07429814,88.91681971,81.55817068,85.6115933,83.85439911,83.06086591,82.21341601,88.87254642,1,14,2,10,3,5,1,1982,6,14,5,2,34,26,12,30,15,0
563,1,85.04342101,81.45836097,77.80531758,77.76704377,71.50634238,72.48648275,75.49428348,74.43696203,1,20,1,10,4,4,,1986,6,11,5,5,50,40,40,10,5,0
564,1,72.27931487,77.80346762,81.55817068,77.76704377,80.83856378,77.77367433,84.44443909,74.08766687,1,20,2,10,4,6,1,1986,6,10,3,2,60,55,50,15,10,0
565,1,77.21256364,81.36208133,81.55817068,81.45251238,82.6138424,78.30838762,84.44443909,81.44178887,2,34,2,12,3,5,1,1986,5,12,5,3,80,60,60,10,0,0
566,1,67.61624552,66.69011554,66.69170125,70.81797534,69.73106376,69.41128758,71.23726238,66.65690932,3,6,2,6,2,3,,1990,5,6,2,2,50,20,30,20,8,0
567,1,72.82009786,82.87043782,51.96354944,78.18891256,71.89508153,80.84886951,80.29749232,73.66173617,2,5,2,2,5,3,1,1991,6,4,7,9,48,19,18,30,20,0
568,1,96.33990474,99.0301718,81.55817068,99.98334246,99.97749794,99.99186723,99.9927132,95.87737327,2,36,1,2,3,2,,1983,4,14,7,9,70,43,30,0,30,0
569,1,65.3868846,55.75988316,40.70161223,60.12875725,71.19610532,78.30838762,61.95284285,59.57245165,2,18,1,4,3,2,,1995,6,3,4,2,22,8,7,30,20,0
570,1,64.98924048,71.10642725,88.77399094,64.28783817,77.92675219,64.124096,53.52595785,69.98467517,2,7,1,5,1,1,,1994,6,4,5,5,35,21,13,20,20,0
571,1,79.27112677,83.48280772,77.80531758,84.7161122,84.07888396,77.44518886,82.16439024,81.86771957,2,5,1,2,4,5,2,1975,8,20,9,11,80,75,66,0,0,0
572,1,90.0597007,88.59566727,77.80531758,92.61240524,81.31305513,83.26709373,91.23664297,77.76472787,2,18,1,15,3,5,1,1980,4,16,5,1,30,20,22,30,0,0
573,1,85.18655988,88.91681971,92.67178702,81.92612469,88.86999791,91.62948048,93.26155789,88.87254642,2,8,1,10,3,5,1,1990,6,6,4,2,50,10,19,30,20,0
574,1,72.09692941,69.97759067,70.44455435,69.92249424,72.97138394,66.66457788,68.95721353,70.75990103,2,37,1,8,4,5,2,1982,5,14,3,8,20,7,10,30,30,0
575,1,63.92444938,58.00654058,59.33093802,74.50344395,59.69535166,58.83214547,53.59714083,76.98950202,1,30,2,10,3,5,1,1990,6,8,2,4,25,10,14,0,31,0
576,1,66.69459328,70.34500888,62.93884815,77.76704377,69.6708332,77.77367433,79.8723186,73.66173617,2,40,2,18,3,5,1,1980,3,18,2,3,30,11,15,0,25,0
577,1,66.69459328,70.34500888,66.69170125,70.34436303,67.89555458,75.02696464,82.15236745,66.65690932,2,40,2,18,3,5,1,1980,5,18,2,3,30,9,20,0,0,0
578,1,77.80869155,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,75.67634606,73.66173617,2,12,2,3,4,5,2,1987,6,9,7,9,25,22,10,30,0,0
579,1,57.41122454,55.57676345,55.57808492,55.55074507,55.54749785,63.58938271,59.93398658,59.22615178,1,17,1,8,5,6,1,1987,5,9,4,1,30,25,26,10,0,0
580,1,66.51220782,70.38292105,62.93884815,66.65889442,66.65499787,75.02696464,82.15236745,66.65690932,2,40,1,18,3,5,1,1980,6,18,2,3,30,13,13,0,30,0
581,1,75.77781441,73.34924375,70.44455435,77.76704377,74.52217771,74.69847916,75.49428348,73.66173617,2,36,1,12,3,5,1,1984,3,12,3,7,7,18,22,0,0,0
582,1,74.97801553,87.21054878,66.69170125,74.92531274,68.43027649,72.48648275,88.87149998,70.33397033,2,29,2,5,3,2,,1990,6,6,4,2,11,14,20,0,0,0
583,1,88.92278981,85.62934458,77.80531758,85.6115933,80.77833322,86.13606108,91.0425576,88.87254642,2,13,2,12,3,5,1,1984,6,12,4,1,24,15,19,30,10,0
584,1,79.64108488,78.56488599,74.05246448,81.92612469,80.94258752,75.23319245,66.66514189,70.33397033,2,10,2,3,3,5,1,1990,6,7,4,7,21,7,11,0,20,0
585,1,63.17179403,70.45576877,85.31102379,62.97342581,77.76249789,66.66457788,73.40832,77.76472787,1,10,1,8,3,5,1,1990,6,7,6,3,27,18,15,0,20,0
586,1,86.89191268,84.46259583,81.55817068,81.45251238,81.00281808,83.06086591,86.59145113,84.76955472,2,13,1,6,2,3,,1988,6,9,2,6,25,12,7,20,30,0
587,1,73.2061543,74.79923276,74.05246448,81.45251238,74.68643201,83.06086591,80.05438118,81.86771957,2,10,2,5,3,5,1,1992,4,6,6,4,30,18,26,10,10,0
588,1,75.77781441,82.21977934,81.55817068,85.6115933,74.68643201,83.06086591,79.8723186,81.86771957,1,8,2,5,3,5,1,1991,6,7,6,4,35,20,28,10,10,0
589,2,68.00230196,85.2240142,74.05246448,81.03064359,79.22753946,72.48648275,75.43323492,77.76472787,2,8,2,4,3,5,1,1992,4,5,2,5,11,14,12,30,0,0
590,2,84.85584836,90.45098667,85.31102379,88.87519312,84.01865341,83.5955792,90.98150904,81.44178887,2,27,1,5,2,3,,1992,6,6,6,8,15,8,8,0,0,1
591,2,77.11320909,76.78539092,77.80531758,78.24065607,75.98721927,69.73977306,71.24928516,78.11402303,2,8,3,5,4,4,,1989,5,8,4,6,26,7,23,25,3,0
592,2,79.65718321,77.80346762,85.16608081,81.03064359,82.7780967,86.13606108,82.16439024,84.76955472,2,35,2,9,6,6,2,1985,6,11,6,2,35,20,15,0,0,0
593,2,87.39982248,90.94126646,99.0325502,95.82426155,98.20221932,96.91667206,93.45564325,92.97553812,1,29,1,8,3,5,1,1986,8,7,3,3,14,8,11,30,0,0
594,2,82.79728523,82.21977934,85.16608081,78.18891256,82.30360534,75.02696464,77.9684177,74.43696203,2,33,1,19,6,6,2,1980,6,15,4,6,14,8,5,17,25,0
595,2,40.36359359,47.70808323,51.82185391,52.75450277,53.70762203,57.76470989,55.5418656,52.21832964,2,31,1,3,3,2,,1988,4,11,5,6,12,8,9,15,0,0
596,2,90.95366694,92.60962522,81.41322771,92.13879294,89.09448277,88.88277078,77.77433233,88.87254642,1,39,2,6,4,4,,1980,4,15,4,2,20,11,6,26,20,0
597,2,71.15232785,66.97335581,74.05246448,73.60796285,66.65499787,63.91786819,64.50610706,55.89539064,2,5,2,8,3,5,1,1985,6,10,2,4,30,11,9,30,20,0
598,2,79.83956868,77.80346762,70.44455435,78.24065607,68.43027649,77.77367433,77.77433233,73.66173617,2,25,2,15,3,5,1,1984,5,14,3,2,50,27,18,20,20,0
599,2,83.21102768,78.56488599,92.67178702,74.50344395,83.85439911,80.84886951,75.49428348,74.08766687,2,35,1,15,5,6,1,1985,5,13,2,2,28,13,9,20,25,0
600,2,82.82497123,85.62934458,81.55817068,85.1897245,85.62967773,86.13606108,84.49346486,85.54478058,2,15,2,8,3,5,1,1983,4,14,6,5,17,9,8,30,6,0
601,2,66.69459328,82.83214924,88.91893392,85.1897245,88.86999791,88.88277078,88.88352277,88.87254642,1,10,1,1,5,6,1,1992,6,4,4,7,23,16,18,25,0,0
602,2,68.1570285,74.51599249,85.16608081,81.03064359,82.24337479,88.88277078,77.77433233,78.11402303,2,15,3,5,6,6,2,1988,6,8,4,2,20,15,10,20,10,0
603,2,81.68806034,79.06649601,81.55817068,74.50344395,66.65499787,72.48648275,77.77433233,74.86289273,1,14,2,9,5,6,1,1991,6,7,4,3,10,19,23,17,5,0
604,2,72.40635542,72.81269818,62.93884815,70.34436303,79.0030546,83.38935139,73.1291405,76.98950202,1,5,2,3,2,3,,1997,5,2,4,8,23,15,12,0,20,0
605,2,42.71706447,44.45340835,33.340849,47.69913474,36.39856595,39.14919422,44.43676175,44.43127419,2,11,1,3,3,2,,1995,5,4,3,8,30,15,20,20,15,0
606,2,99.0368881,99.0301718,99.0325502,99.98334246,99.97749794,99.99186723,99.9927132,99.98036497,2,24,2,6,5,6,1,1992,6,6,3,3,36,22,15,15,20,0
607,2,80.38035166,83.8881381,66.69170125,85.1897245,80.77833322,83.06086591,84.44443909,85.54478058,1,27,1,8,3,5,1,1982,5,15,6,6,35,19,17,0,25,0
608,2,94.63455195,90.94126646,92.67178702,85.6115933,88.70574362,83.5955792,93.27358067,88.44661572,1,29,1,2,3,5,1,1991,6,7,1,3,30,10,9,30,20,0
609,1,79.90010079,71.71879715,70.44455435,70.81797534,60.3386118,71.95176946,64.37307026,69.98467517,1,30,1,1,3,5,1,1990,6,5,5,8,8,5,4,0,0,0
610,1,80.38035166,77.80346762,77.80531758,81.03064359,79.53777651,77.77367433,77.77433233,81.09249372,1,15,1,10,3,5,1,1980,6,15,4,7,17,8,12,0,0,0
611,1,75.96019988,77.80346762,70.44455435,77.76704377,77.76249789,77.77367433,77.77433233,74.43696203,2,10,2,8,3,5,1,1993,6,6,4,8,30,19,16,20,0,0
612,1,75.59024176,77.80346762,77.80531758,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,1,6,2,4,1,1,,1990,6,6,3,2,50,40,30,10,10,0
613,1,79.65718321,77.80346762,85.16608081,84.7161122,82.07912049,78.30838762,77.77433233,78.53995373,2,26,1,6,1,1,,1993,4,6,4,4,80,75,66,0,0,0
614,1,77.80869155,72.22040717,81.55817068,70.34436303,76.46171063,77.23896104,71.0551998,81.09249372,2,15,2,7,5,6,1,1988,4,10,4,5,8,5,4,20,0,0
615,1,88.18352304,80.23324475,81.41322771,85.1897245,75.98721927,80.52038403,73.33524865,81.44178887,2,27,1,8,3,5,1,1993,6,5,3,8,18,10,10,0,30,0
616,1,65.58536839,66.69011554,55.57808492,66.65889442,72.80712964,69.41128758,66.66514189,67.00620448,2,20,1,6,2,3,,1987,4,8,2,2,20,8,15,0,0,0
617,1,77.80869155,80.04628412,77.80531758,84.7161122,71.67059668,83.06086591,86.7855365,81.09249372,2,6,2,4,3,5,1,1990,6,5,5,8,20,13,5,30,25,0
618,1,88.92278981,81.36208133,81.55817068,85.6115933,83.85439911,80.84886951,84.49346486,88.87254642,2,31,2,8,6,6,2,1989,4,8,4,2,12,5,8,0,0,0
619,1,76.14777253,73.38715591,70.44455435,77.76704377,74.68643201,77.77367433,84.49346486,77.76472787,1,8,1,4,3,5,1,1989,6,7,6,2,30,7,12,0,0,0
620,1,77.80869155,77.80346762,74.05246448,77.76704377,77.76249789,77.77367433,77.77433233,77.76472787,1,12,3,9,3,5,1,1984,6,13,7,9,50,40,30,10,10,0
